"id","transcription","language","original_split"
"sna_7981","Girazi rakabatwa mumawoko iro  rinoshandiswa pakumwira mvura kana kumwira zvimwiwa zvinotapira kana kuti zvimwiwa zvinodhaka uye rinogona kungokurumidza kupwanyika chero nguva.","sna","train"
"sna_7938","Mudzimai mushava ari kunyemwerera achiratidza vende raarinaro.Akapfeka zvishongo zvemunzeve zvakareba uyewo akapfeka hembe tsvuku.Mudzimai wacho akagadzirwawo tsiyo,maziso uye bvudzi.","sna","train"
"sna_7919","Nzvimbo ine matombo akamwararika zvinotora maziso. Pane amwe akatokura kuita seruware uyewo akapuwa mumvuri nezvikwenzi. Poitawo amwe akangomirawo ari ega. Uyewo pane zvimwe zvinhu zvakangomwararika pasi.","sna","train"
"sna_7970","Mugwagwa unofambawo dzimotokari pamwechete navanhu.  Haunawo tara uye unosima huruva kana motokari dzichifamba . Nechekudivi kwawo kunewo miti pamwechete nehuswa.  Huswa hwava kuita  ruvara rwebhurauni zvinoratidza kuti mvura yavashoma.  Uyezve kune dzimba dzinogarwa nevanhu.","sna","train"
"sna_7954","Uyu rimwechete rakavhurwa nachapakati. Tirikuona mukati maro umo munemhodzi dzakachena neufufu uyewo dzineruvara ruchena.","sna","train"
"sna_7914","Jira rinoshandiswa pakufuga munhu akarara nejira rinoiswa muimba pasi rokutsikira, zvose zvakananikwa pawaya. Parutivi pane muti wakakura une mashizha akawanda egirini.","sna","train"
"sna_7943","Chivako chikuru kwazvo chakanaka chinowanikwa muguta reHarare. Chakavakwa chichienda mudenga uyewo chine makamuri akawanda. Chine mafafitera ari kuonekwa ane kakupenya, uyewo imomo munenge dzichitori dzimba dzinogona kugarwa navanhu kana kushandirwa samahofisi.","sna","train"
"sna_7961","Mudzimai wakarukwa zvinonwisa mvura. Vhudzi rake rine ruvara rutema. Tichibva kunzeve tichienda pakati pemusoro pakanyatsorukwa zveshinda zvakanyatsoti nama nama nemusoro. Nechepakati pemusoro panozonoita vhudzi rinenge rokutengera. Vhudzi iri rakanyatsokura uye akanyatsoitwa zvine unyanzvi.","sna","train"
"sna_7903","Nzvimbo  yakaungana hugwendere  hwe simbi pana madhiramu maviri eruvara rwe bhuruu e purasitiki nema kireti zvekuisira chingwa zvine ruvara rwe bhuruu.  Nechemberi kune miti yakasvibira miduku, nemuti muhombe. Nechemberi, kune ruzhowa rwe heji rwakakomberedza musha.","sna","train"
"sna_7966","Chuma chakatsvetwa pasi. Chinoratidza kuti chakagadzirwa nesimbi, Simbi iyi yakaita denderedzwa ine ruvara rwesirivheri. Nechokumusoro kune cheni iripo ine ruvara rwesirivheri zvakare. Nechekuzasi kune mabhora maviri. Mabhora aya ane mavaramavara. Ane mavara ebhuruu nemavara machena. Pazasi pachona pane mufananidzo werudo une mupikicha mukati.","sna","train"
"sna_7952","Nzvimbo yeZim Cyber City muHarare sports club ine nhandare inoita zvekutambirwa mutambo we cricket nhandare iyi ine masora akasvibirira, panewo vatambi vaviri varikubudikira varipakati pekutamba mutambo uyu.","sna","train"
"sna_7958","Iyi inzvimbo yebasa inoratidza kuti parikushandwa. Vashandi vari pamusoro pemadanho vachiratidza kuti ndeve Construction Compony. Pane mushandi akapfeka wekisutu yebhuruu ne ngowani neherometi yeyero vamwe varipamusoro vane maherometi.","sna","train"
"sna_7939","Mudzimai akabereka mwana kumusana, mwana akapfeka nguwani chena. Kurudyi kwake akabata kamwana kadiki muruoko, akatarisana nechitoro chakanyorwa kunzi 'Express shop '. Kurudyi kwake kune mamwe masitoro arikuoneka.","sna","train"
"sna_43755","Mukadzi  mutsvuku ane bvudzi dema ane mazino machena arikunyemwerera.","sna","train"
"sna_43721","Mashizha eruvara rwebumhudza akawanda uye akakura. Mashizha aya anoratidza kunge mashizha emuti wemuranjisi kana wemuraimondi kana wemumwewo muti unogadzira michero yakadaro.","sna","train"
"sna_43724","N'ombe iri mudanga.  Iri kunanzvawo dombo remunyu iro rinosimbisa mabhonzo en'ombe nema join ayo. Mombe iyi ine kamhuru kayo  kaiinayo mudanga iri.","sna","train"
"sna_43730","Zvinyoreso zvakawanda zviri mumabhokisi azvo asina kuvhurwa. Pamusoro pane pane zviviri zvakabudisiwa zvoruvara rwebhuruu, rwakafanana nemabhokisi  azviri kutaridza runyoro rwazvinonyora. Zvakawanda zvinenge zviri kutengesewa.","sna","train"
"sna_43735","Panzvimbo iri pakati pedhorobha pane motokari dzakamira parutivi pomugwagwa,  motokari idzi dzakatarisana nezvitoro zvakawanda uye vanhu vari kufamba.","sna","train"
"sna_43710","Tsanga dzezvirimwa zvemumunda.  Pane koroni, magwere uye  tumwewo  tunhu . Tsanga idzi dzinoshandiswa kugadzira chikafu chekuti vanhu vanogona kudya.","sna","train"
"sna_43761","Muti wemusango uzere minzwa. Muti uyu unoratidza kuti mamwe matavi awo akatooma asi mamwe  achiri manyoro zvawo. Kumashure kwemuti uyu kunotaridza kuti kune sango guru rizere miti mizhinji.","sna","train"
"sna_43792","Mabhuku ekunyorera emizera yakasiyana akadurikidzana ane mavara akasiyana mamwe girini, yero machena.","sna","train"
"sna_43740","Gonye rineruvara rweshizha rinemitsetse miviri yakaita minzwa minzwa  pamusana paro,uye nechekurutivi kune imwe mitsetse miviri zvekare ine minzwa yakaenda kurutivi, kumberi kwaro kune muromo mutema neminzwavinovhara muromo wacho.","sna","train"
"sna_43703","MuHarare muna festi  vanhu vakawungana varikuona munhu anoita zvekuparidza. Pane vanhu vakapfeka zvakasiyana siyana. Vamwe vakapfeka hembe dzine ruvara ruchena vamwe ndoo vakapfeka hembe dzine ruvara rutema. Pane masipika aripo ane ruvara rwutema arikushandiswa kuti vanhu vanyatsonzwa zviri kutaurwa.","sna","train"
"sna_43717","Mudziyo unowanikwa muimba yekubikira unoshandiswa kuchekera miriwo nezvimwe zvakasiyana.Une ruvara ruchena uye une mufananidzo wemidziyo uripo pamusoro.Wakanaka kuti ndewe purasitiki saka kana wapedza kushandiswa unosukwa nesipo kuti mweya yechimwe chikafu ibve uye kuti chikafu chisaende tsvina.","sna","train"
"sna_43723","Ndiro inechikafu chakanyatsogadzirwa zvakanaka. Mune sadza rine ruvara ruchena, kobva kwaita muriwo uneruvara rwegirini. Nechaparutivi pane nyama yakanyatsotsvukira zvakanaka. Nyama iyi inoratidza kuti yakanyatsopisiwa mumafuta ndokusara yadakusvibira yakatsvukira.","sna","train"
"sna_43783","Ndiro ine ruvara ruchena yakagadzikwa pamusoro petafura. Ndiro iyi izere chikafu chakabikwa zvinonwisa mvura. Chikafu ichi chinosanganisira mupunga, chibage chinyoro, nyama yakakangwa zvakanaka uye makotapeya.","sna","train"
"sna_43798","Vanhu vari kufamba mupevhimendi. Pane murume akabereka bhegi. Kuruboshwe kwake kune mukadzi akapfeka rokwe dema kumusoro hembe yepingi akabata kabhegi kuruboshwe. Kurudyi kwavo kune mugwagwa une tara wakamira dzimotokari.","sna","train"
"sna_43749","Nzvimbo yezvitoro. Mukadzi akapfeka hembe chena uyewo akabereka bhegi dema. Chitoro chinoonekwa chakaisa  makireti matsvuku mukati macho uyewo chine madhoo akavhurika. Kumberi kunoonekwa varume vaviri mumwe wacho akamira padhuze nechingoro.","sna","train"
"sna_99943","Pane imwe nzvimbo ine marara akawanda. Marara aya anosanganisira zvigubhu, mapepa nemabhodhoro. Nechepadivi pemarara aya pane bhusita rembozhanhare riripo.","sna","train"
"sna_99952","Rwizi rwune mvura inoyerera. Parutivi kune matope. Kune rumwe rutivi kune miti yakawanda yemarudzi akasiyana siyana.","sna","train"
"sna_99964","Pane varume vatatu vakamira padivi pemotokari. Nechekurudyi kwavo kune mataira akaunganidzwa akawanda ari padivi perori yakafa yakamirawo padivi ine ruvara ruchena.","sna","train"
"sna_99938","Pedyo nemumwe mugwagwa,  pane chivakwa chemudurikidzwa. Chivakwa ichi pakaiswa chikwangwane pamberi. Kuzoti nechepasi pechovakwa ichi panevanhu varikufamba, uye dzimotokari dzinoita sedzakamira.","sna","train"
"sna_99905","Ruoko rwemunhu rwakabata shizha remuroro rakaoma. Shizha iri rinoratidza kuti rakatemwa richiri regirinhi. Munhu uyu akamirawo paimba ine mudhuri wakavakwa nezvitinha zvebhurawuni uye simbi dzebhuruu dzakavharidzira pahwindo iri.","sna","train"
"sna_99914","Varume vaviri varikuratidza kuti varikumwa hwahwa. Sezvo kumeso kwavo kuchiratidza sevanhu vakadhakwa. Uye múmwe wacho akatobata chigumbu chakachekwa chine hwahwa neruoko rwake rwerudyi, achiratidza kuti ari kutotambidza múmwe wake.","sna","train"
"sna_99979","Nzvimbo iripakati pesango. Pane sora rakatumbuka vana vane ruvara rweyero, uye parutivi pane mamwe masora akaoma","sna","train"
"sna_99983","Tinoona chitoro chinotengesa mushonga yokugadzira musoro nemishonga yokugezesa. Mishonga iyi yakarongedzwa mumakabati. Pane zvekare zvigaro zviripo zvokugarira.","sna","train"
"sna_99923","Mugwagwa une tara.   Mumugwagwa umu mune motokari  iya inonyanyo kushandiswa nevazhinji vachiita mushika-shika  yerudzi rwe  Toyota Wish. Nechemujinga memugwagwa uyu mune sora rakaoama rimwe rakatopiswa zvichibva zvaita kuti tifungidzire kuti inguva ye chirimo kana yechando.","sna","train"
"sna_99996","Chivezwa chavanhu vaviri vanoratidza murume asina nguwo kumusoro nemudzimai unemucheka  uri mumusoro, chingava chepamuzinda  wevatenderi wechi kurisitu chichiratidza zviitiko zvemubhaibheri.","sna","train"
"sna_79588","Munhurume arikufamba pasi paine chivakwa chiripo, chakavakwa chakaiswa mazenge. Murume akapfeka masandaki mumakumbo ake.","sna","train"
"sna_79518","Panoita sepamukoti wezvitoro. Panechimwe chitoro chakaronga midhori yacho panze.  Midhori iyi yakapfeka hembe dzakasiyana .  Pedyo nemidhori iyi pane munhukadzi akamirapo akagadzirwa musoro.","sna","train"
"sna_79539","Murandakadzi akapfeka mapushi matema. Chibhurukwa chebhureki ane hendibhegi yake yebhurawuni nehembe yake ine maraini raini.","sna","train"
"sna_79546","Pane imwe nzvimbo pane huswa hwakasvibira.   Huswa uhwu huri pasi pemiti mikuru iri pedyo newaya.   Mukati mewaya iyi mune dzimba dzakapendwa neyero dzinoita kunge dzimba dzokudzidzira dzevana.","sna","train"
"sna_79531","Shiri yebhuruwu irikubhururuka. Ineruvara rwutsvuku pamuromo. Nemapapiro machena, nebesu rinemakara.","sna","train"
"sna_79530","Sango rine miti uye nehuswa. Miti iyi mipfupi uyezve ine mashizha ane ruvara rwegirini, uyezve huswa huri musango umu hune ruvara rwebhurauni uye hwakareba.","sna","train"
"sna_79590","Sefa yekufa tii ine mubato weyero uyezve ina maburi maduki duku. Yakabatwa mumaoko. Inoshandiswa kusefa furawa.","sna","train"
"sna_79506","Chivakwa chihombe chemuguta chakapfurigwa nemarata matsvuku. Mberi kwacho kune motokari yakamira padivi pechivakwa ichi iri pasi pemuti muhombe poita maruva anotevedza mugwagwa wetara.","sna","train"
"sna_79562","Wadhiropu inamakamuri matatu, namasherefu mana. Iri itsva.","sna","train"
"sna_79553","Motokari dzakamira kumativi emugwagwa.  Motokari idzi dzirio pedyo nezvivakwa zvemudurikidzanwa. Chimwe chezvivakwa ichi chakaiswa mataira matsvuku.","sna","train"
"sna_79591","Chiumbwa chakakura chinoratidza chimiro chemunhu akapfunya chisero. Chinonamatwa saMwari. Parutivi pane ruva riri mumvura rine mashizha akakura uye akasvibira.","sna","train"
"sna_79538","Varume vanotamba mutambo we bhasiketi bho. Vakapfeka zvishongo zvakasiyana. Vamwe vakapfeka mavara machena kumusoro nekuzasi mumwe ndokupfeka zvivara zvitsvuku kumusoro nekuzasi. Mutambo uyu inonakidza chose pakuutamba. Unotambwa vanhu vachimhanya vachimwisa bhora mudendenedzwa.","sna","train"
"sna_79568","Sango rine miti ine minzwa inobaya, hamuna masora akawanda  uyewo masora acho akawoma. Kumberi kweminzwa iyi kunoonekwa miti mishomanene ine tumashizha twakasvibirira.","sna","train"
"sna_79563","Musikana arikufamba akatsiga purasitiki rine ruvara rutema.   Musikana uyu akapfeka juzi rine ruvara rwe gireyi rwaka dhurowewa zvipopai pamberi.  Akapfeka siketi ine ruvara rutema namaruva matsvuku.  Arikufamba padivi pemukadzi akapfeka nguwani ine ruwara rwe bhuruu.","sna","train"
"sna_79555","Vana vechikoro vari kufamba mudhorobha. Vakapfeka yunifomu. Yunifomu yavo ine bhureza nejuzi dzvuku zvekare vari kudarika pamugwagwa une robhoti. Robhoti iri rine ruvara rutsvuku. Panewo vamwe vanhu vari kufamba nemotokari chena yakamira.","sna","train"
"sna_79545","Umu mudhorobha. Pamugwagwa inobatana ichiparadzaniswa nemarobhoti. Mudzimai arikufamba akananga kumarobhoti. Vamwe vanhu varipo vari kuonekwa nechekure vachifamba kuenda kunzvimbo dzavo dzakasiyana - siyana. Motokari dzakasiyana. Dzimwe dzakapakwa dzimwe dziri kufamba mumugwagwa.","sna","train"
"sna_64767","Sadza rakapakurwa mundiro yedhaka chena. Parutivi panemuto kana kuti svupu yakatsvukirira kwazvo yemadomasi. Parutivi panenyama yakagochwa iyo yakachekwa mapisi-mapisi.","sna","train"
"sna_64785","Nzvimbo dzekugara mukati memadhorobha dzinogara veruzhinji iri nzvimbo isati yapera kuvakwa paine zvivakwa zvimwe zvapera zvimwe zvisina Paine miti nevanhu vagere.","sna","train"
"sna_64704","Pane imwe nzvimbo inoratidzika seine zvitoro zvakawanda. Nzvimbo iyi ina amai varonga musika wamadomasi. Amai ava vakabereka mwana. Nechekure kwaamai ava kune vanhu vari kuzvifambira mumugwagwa.","sna","train"
"sna_64751","Mune mumwe mugwagwa makamira motokari inotakura vanhu ye rudzi rwekombi. Ine ruvara rwe yero. Necheseri kwe motokari iyi kurikubuudikira dzimba dzemudhorobha dzemudurikidzanwa.","sna","train"
"sna_64760","Mumugwagwa wemotokari mune vanhu vari kufamba nechepakati pawo zvakare. Vanhu ava vanosanganisira mumwe mudzimai akabereka bhegi uyezve akabata zvimwe zvinhu mumaoko.","sna","train"
"sna_64777","Chikafu chiri mumandiro chakagadzikwa pamusoro petafura. Ndiro idzi dzine ruvara ruchena. Chikafu chiri mundiro chinosanganisira nyama yakakangwa yakatsvukirira, mupunga uye muto.","sna","train"
"sna_64797","Vatambi varimunhandare, pane mutambi akamira pagedhi akapfeka zvitema poita vaokeri varikuoneka nechekure.","sna","train"
"sna_64739","Munhu wechirume akamira pamusoro petafura ari kupenda mudhuri noruvara ruchena achipenda achiisa ruvara rutema neruvara rweorenji. Murume uyu akapfeka chinhu chinodzivirira kuti asafema zvaari kushandisa.","sna","train"
"sna_64719","Vanhu vazhinji vanosanganisira varume nevakadzi varikuita zvakasiyana. Vamwe varikufamba, vamwe vakamira, vamwe ndivo vakagara pasi vachitengesa zvunhu zvakasiyana. Nechekumberi tirikuona midhuri mikuru inoratidza kuti midhuri yemiturikidzanwa uye panogara ruzhinji.","sna","train"
"sna_64780","Vanhu vari kufamba mumugwagwa. Pane mabhiribhodhodzi ekutengesa emanyuzipepa nezviri kutengeswa zvakawanda. Murume akagara akapfeka rifurekita jaketi yeraimu girinhi uye heti yebhuruu. Mberi kune marobhotsi nemapooro emasitiriti raitsi marefu. Muti mumwe chete une mashizha uri padivi pemunhu akabereka secheri.","sna","train"
"sna_64761","Zvidhina zvakaunganidzwa. Kumashure kwezvidhinha kune muti uriko une mashizha akasvibira uye nedzimba dzakavakwa museri macho. Fenzi yakakomberedza muriwo uri mukati.","sna","train"
"sna_64727","Ivhu rakaunganidzwa rikakomberedzwa nezvidhinha. Rinonyanya kushandiswawo kana vanhu vachivaka zvidziro.  Kozoitawo matombo asinawo kunyanyokuwanda akaunganidzwa zvakare. Uye neche padivi pane jojo tengi rine ruvara rwegirini nechimwewo chivakwa chiri kuratidzika sematanga anochengeterwa huku uye muriwo wakadyarwa.","sna","train"
"sna_64789","Mombe dzakati wandei, dzinemizera yakasiyana, dzimwe ihuru dzimwe idoko. Dzinemavara yakasiyana zvekare, dzimwe itema dzimwe dzitsvuku. Dzinoratidza kuti dzirikubva kundomwa mvura sezvo dzakafuratira dhamu rinemvura.","sna","train"
"sna_64721","Munhurume akapfeka bhachi rake rakareba nemudhebhe wake une ruvara rwegireyi, neshangu nhema nehembe yake chena, arikuratidza kuti arikufamba akabata zviro mumaoko, mugwagwa waari kufamba wakanyarara kuti ziro hauna vanhu vakawanda, pamberi pake pane mudhudhudhu uri kuuya nechisikuta chiri kuuya neimwe motokari iri kumberi nezvivakwa zviri mumativi zvine ruvara rwebhuruu.","sna","train"
"sna_64703","Mudzimai ari kufamba achibaya-baya nharembozha yake, akapfeka butiro rekumeso rinovhara mhuno nemuromo kuti asabatirire zvirwere zvemumhepo. Mudzimai uyu akagerwa musoro make uye akapfeka sikipa  ineruvara rweyero ine chipopai pamberi, akapfeka  siketi  ine ruvara rutsvuku uye shangu.","sna","train"
"sna_64775","Makii (\"lock\") neshinda. Panoratidza kuti pane tsono nemachira matsvuku nezvikari netsamba. Zvinoratidza kuti izvi zvinogona kunge zvakauya nomunhu ari kuda kubatsirwa nasekuru vanorapa. \"Lock\" inoratidza kuti munhu anogona kuvharirwa upenyu hwake kuti husafambe.","sna","train"
"sna_23683","Kamba ine ruvara rwemashizha akacheneruka uye ine muzira muchena. Pane gumbo riri kubudikira uye kamusoro kadiki kanoratidza kuti kakapinda mukati memakwati.","sna","train"
"sna_23622","Mashizha emujumbuya. Mujumbuya wacho wakasvika. Unemashizha arikuratidza kuti arikuwana mvura. Hausati wasvika pazera rekuti unogona kucherwa.","sna","train"
"sna_23690","Panoita sepamberi pechimwe chitiro pane motokari dziripo motokari idzi dzakamira murutivi rwemugwagwa motokari idzi dzinosanganisira imwe ine ruvara rwedenga","sna","train"
"sna_23692","Misika irimujinga memugwagwa yakatevererana, nemunhu arikufamba mumugwagwa. Neuyo anechingoro chichena anoratidza kuti arikutengesa.","sna","train"
"sna_23664","Pedyo nechidziro cheimwe imba pane migomo yakarongwa ipapo yepurasitiki. Nechemberi kwechidziro ichi kune maruva ane amavara akasiyana. Mamwe maruva akasvibira kozouya mamwe ane mashizha akacheruka.","sna","train"
"sna_23647","Imba ichirikuvakwa, yakavakirwa panzvimbo inematombo akawanda akaturikidzana inowadzowanikwa paruware. Nzvimbo iyi ine miti yakawanda yakareba, uye ine huswa hwakaoma.","sna","train"
"sna_23623","Nyama yakabikwa ikapakurirwa mundiro yakavezwa nemuti. Inemuto nyama iyi uyewo ine mbatatisi dzakachekwa dzichiitwa zvidobisi. Pamusoro penyama pakaiswa tunhu twegirini tunowedzera kunhuwira neruomba. Inogona kudyiwa nemupunga, sadza, chingwa kana zvimwe zvakadaro.","sna","train"
"sna_23621","Munzvimbo iri mudhorobha . Mune besanwa revanhu nemotokari. Motokari dzirikufamba mumugwagwa  mumwechetewo nevanhu. Pavanhu varipo pane mumwe mudzimai  akapfeka heti akabereka bhegi.","sna","train"
"sna_23675","Motikari yakamira pasi pemuti.   Ine ruvara ruchena.  Uyezve imota yemhando diki yekuti ino gona kugara  vanhu vashoma mukati vanogona kuita kana vashanu. Uyezve motikari idzi dzinoshanda mu Zimbabwe semu shika-shika  kutakura vanhu.","sna","train"
"sna_23697","Musikana akapfeka nguwo yakasiya guvhu rake panze richioneka. Akarukwa madhiredzi akasungwa. Ari munhandare ine huswa hwegirini. Maoko ake akabata zvepingi nezve takwesi.","sna","train"
"sna_23628","Varume vanotamba mutambo wekudhonzerana tambo. Vakatarisana netambo yakarara pasi mugiraundi. Ivo vakapfeka zvishongo zvitema kumusoro nekuzasi zvinekavara kachena nechepadumbu. Vamwe vari nechekunerumwe rutivi, vakapfekawo turekisuti ineruvara rwegirinhi.","sna","train"
"sna_23606","Chuma chemuhuro chakarongedzwa pachidhori chitsvuku chinehuro tema. Chuma chinezvitanda zvitanhatu zvakabatana nechekumashure kuita chimwe chete kuseri kwehuro. Zvitanda zvinemavara anoti, mamwe egoridhe, mamwe matsvuku, mamwe eruvara rwedenga, mamwe machena uye matema akashongedza. Chuma chakaisvonaka.","sna","train"
"sna_47331","Munhu akadhirohwewa pabepa. Akadhirohwehwa kuchishandiswa chinyoreso chebhru. Bvudzi rake rinoratidza kuti munhukadzi. parikuonekwawo bvute rembozhanhare riri pamusoro pebepa iri.","sna","train"
"sna_47359","Macheya ane ruvara gwebhurawuni mukati mawo anepokugarira pane ruvara gweyero nechokutsamhira kumadziro chine ruvara gweyero.","sna","train"
"sna_47357","Njiva chena dzakawanda dzine maziso madiki matema uye dzakamira pamusoro pe jecha re bhurauni.  Makumbo adzo madiki uye nenzara .  Miromo yadzo yakaenda mberi uye ine ruvara rwe pingi.","sna","train"
"sna_47393","Vanhu varikufamba mumugwagwa unowanikwa mudhorobha.   Pane musikana nemukomana varikufamba pakati pemugwagwa chaipo.  Poitawo munhukadzi akabata bheki rake. Nechekurudyi kune miriwo nemichero yakarongedzwawo kuti vanhu vatenge.","sna","train"
"sna_47336","Vanhu vazhinji vari kuratidza kuti vari kuita zvakasiyana. Vamwe varume vamwe vakadzi. Vamwe vakamira vamwe vakagara pasi. Vamwe ndovari kufamba zvavovachikirosa mugwagwa. Panzvimbo iyi pane midhuri mikuru yemuturikidzanwa yakanaka zvichibva zvaita kuti tizive kuti nzvimbo iyi iri mudhorobha.","sna","train"
"sna_47310","Bindu rine miti yakawanda-wanda. Muna maruva arikuonekwa ane rudzi rwegirini. Mamwe maruva anotandira achikwidza nemiti. Mamwewo anozvimiririra pachawo. Mune miti yakawanda-wanda ine rudzi rwegirini zvinoratidza upenyu .","sna","train"
"sna_47307","Dhorobha rine midhuri yakawanda ine makamuri akaturikidzana. Imwe yemidhuri iyi ine ruvara rwebhurawuni neruvara ruchena pazasi. Mumativi omugwagwa makapakwa mhando dzemotokari uye padivi pemotokari apa  pane kanzira kanofamba nevanhu.","sna","train"
"sna_47302","Chipuka  chinotyisa.  Chine ruvara rweorenji.  Maziso matema nemuromo wakapinda pakati pemaziso. Nzeve dzinenge mashizha, chiine ukushe hwakawanda, chinogara musango.","sna","train"
"sna_47370","Pamusha unoita seuri kumaruzevha.  Pane dzimba mbiri dzakapfirirwa. Pamusha apa pana vanhu vakagara pasi kwozoti umwe mudzimai ari kusvika pamusha apa.   Pedyo nevanhu vakagara pasi pane umwe mwana akamira.","sna","train"
"sna_47368","Vanhu vazhinji  vanoratidza kuti vazhinji vavo ndeve chidzimai uye  madzimai makuru varikuratidza kuti vakagara  pazvitori vakapfeka hembe dzakada kufanana dzatingati mayunifomu. Vari kuratidza kuti vakateerera zvikuru munhu ari kumberi  ari kuvaparidzira kana kuvadzidzisa.","sna","train"
"sna_47306","Rusvingo rwakavakwa nouswa kutenderedza musha. Musha uyu dzimba zhinji dzakapfurirwa nouswa. Vakashandisa uswa nembariro kugadzira rusvingo urwu. Munharaunda mune miti mikuru.","sna","train"
"sna_47399","Mugwagwa une tara unoratidza nzvimbo inokiroswa nayo nevazhinji vachidambura mugwagwa sezvo yakapendwa nependi chena netema kuratidza kuti iZebra Cross. Panoperera Zebra Cross iyi pane shedi yakapfurirwa nemazen'e yakatsvetwa michero yakawanda irikuratidza kuti irikutengeswa.","sna","train"
"sna_94066","Dhorobha apo vanhu pavanosangana vachiita zvakasiyana. Vamwe vachidzidza, vamwe vachiinda kumabasa vamwe vachiinda kunohodha izvi zvinoita kuti nyika inge ichifambirira ichienda mberi uye vachibatsirana nezvekuita.","sna","train"
"sna_94004","Patafura pane Jira jena Rinavara matsvuku. Pakatsvetwa mabhanzi maviri ane nyama namatomatisi nemuriwo pakati. Uye chinwiwa chemubhodhoro chineruvara rutema chinemuvharo mutsvuku neruvara rutsvuku padumbu.","sna","train"
"sna_94047","Mugwagwa uyo unofambawo dzimotokari. Uripakati pezvivakwa zvakawanda chaizvo uye zvakakura izvo zvinoratidza kuti iguta guru. Muzasi mezvivakwa izvi munewo vanhu varikufamba varikuratidza kuti vanofambira zvakasiyana siyana.","sna","train"
"sna_94090","Pane motokari inoita seiri kufamba yakananga pane matayi. Rimwe rematayi emotokari rakasungirirwa neribhoni. Matayi aya akaunganidzwa. Motokari iyi ine ruvara ruchena nerutsvuku.","sna","train"
"sna_94099","Iri rinonzi nyundo. Nyundo nyundo.","sna","train"
"sna_94049","Mudhorobha, motokari mbiri dziri kufamba dziri kufamba mumugwagwa. Padivi pane motokari zhinji dzakamira uyezve zvivakwa  zvakakura zvakawanda.","sna","train"
"sna_94071","Shangu idzi dzakachena semagwaya echando,dzinogona kushandiswa nevakomana kana vasikana.Shangu idzi dzinosungwa neparutivi padzo.","sna","train"
"sna_94048","Chisango chine miti yakawanda.  Mimwe yacho yaka svibira así mizhinji yacho  haina mashizha.  Ine mashizha yacho yakatsvukuruka  inoratidza kuti yaka zuka zvobva zvaita kuti tifungidzire kuti inguva yechando kana kuti nguva yechirimo.","sna","train"
"sna_94039","Vanhu varipagungano mumugwagwa mudhorobha reHarare husiku. Dhorobha iri rine midhuri yakawanda ina makamuri akavakwa achienda mudenga. Mune miti yakareba yakadyarwa.","sna","train"
"sna_94082","Mugwagwa mukuru kwazvo unoratidza kuti mugwagwa uri mudhorobha nekuda kwekuvakwa kwawakaita.Tinoonawo zvekare miti mikuru kwazvo inoratidza kuti miti yava nemakore.Miti iyi inoratidza kuti miti ine mashizha akanaka zvikuru.","sna","train"
"sna_94034","Pane kudya kwemandorokwati. Kudya uku kunoita sehove yakabikwa uyezve ikaiswa muto. Muto uyu wakaiswa miriwo yakachekererwa. Kwozoti pane forogo yakabata imwe nyama.","sna","train"
"sna_94037","Varume varipakati pemutambo webhora ramawoko. Mumwechete wakapfeka zvitema kuzasi, wakapfeka shangu dzineruvara rwebhuruu. Koitawo vaviri vakapfeka zvakafanana, vakapfeka zvichena kumusoro nekuzasi. Kumakumbo vakapfeka bhutsu dzineruvara rwutsvuku.","sna","train"
"sna_94009","Mudhorobha munemidhuri yakavakwa ichiinda mudenga. Munevanhu vakawanda vanokwidza nekudzika. Mumwe wevanhu ava akabereka mwana, akasunga mwana netauro repingi uyewo mune motokari dzirikufamba mumugwagwa unetara.","sna","train"
"sna_94084","Mudhorobha mune dzimba dzine njirikidzwa. Imwe imba ineruvara rwebhurauni uye pedo panemotokari dzakasiyana dzakamira dzimwe chena dzimwe tema dzimwe dzebhuruu. Panewo chikwangwani chegirinu chakanyorwa.","sna","train"
"sna_94081","Musikana akabata jira rine mavara akasiyana anosanganisira matsvuku, eyero, ebhuruu, pingi neegirinhi. Akabata muruoko rwerudyi. Akatarisa divi. Mumusoro make makarukwa madhiredzi. Akapfeka nguwo inosiya dumbu rake panze ine ruvara rutema nerwesirivha.","sna","train"
"sna_94068","Ava vatambi venhabvu varimumufanekedzo uyu vakapfeka majezi egirini ane yero. Vakapfeka masokisi mumakumbo vamwe vakapfeka machena vamwe vakapfeka egirinhi vamwe ebhuruu. Vanemashutazizve akasiyana ruvara.
","sna","train"
"sna_94073","Kiti huru yakavata zvayo pasi yakazvizororera pamusoro pemashizha akaoma. Kiti iyi ine ruvara runonakidza kuona runoyevedza. Ine mitaro mitema yakandocheneruka kana ukatadza  kunyatsoongorora unogona kuvhunduka uchiti wawana nyoka.","sna","train"
"sna_94055","Vasikana vari munhandare kutamba bhora. Bhora ravari kutamba ndere Valley ball. Vakamira varipadhuze ne neti rinokandwa bhora, uyewo vakapfeka mbatya dzine ruvara rwe bhuruu nezvichena. Vakamira vachiita sevanhu vakatogadzirira kuti bhora riuye vari rove. Vavari kutamba navo kurutivi havasi kuoneka. Nechekumusoro kurikuoneka  zvigaro zvinogara vanhu vanenge vachiita zvemutambo kuti vaone.","sna","train"
